Time,Power (W)
2.3130552768707275,58.792
2.325732946395874,58.792
2.341794729232788,58.792
2.354971408843994,58.792
2.3682758808135986,58.792
2.381303310394287,58.792
2.398653268814087,58.792
2.421433448791504,58.404
2.434135675430298,58.404
2.4491488933563232,58.404
2.462470531463623,58.404
2.476592779159546,58.404
2.489561080932617,58.404
2.5025475025177,58.404
2.5151638984680176,58.464
2.5353167057037354,58.464
2.55861496925354,58.464
2.5712649822235107,58.464
2.5849814414978027,58.464
2.5983364582061768,58.464
2.6124024391174316,58.19
2.624746084213257,58.19
2.637742042541504,58.19
2.650594472885132,58.19
2.6708407402038574,58.19
2.694336414337158,58.19
2.7179980278015137,58.19
2.7349255084991455,58.19
2.748305559158325,58.19
2.761779308319092,58.19
2.7779226303100586,58.19
2.7915875911712646,58.19
2.80458402633667,58.19
2.817147731781006,58.19
2.836756467819214,58.19
2.8604485988616943,58.19
2.8840460777282715,58.19
2.907618522644043,58.19
2.924560308456421,58.19
2.9380555152893066,58.19
2.952662706375122,58.19
2.966718912124634,58.19
2.97916579246521,58.19
2.993652582168579,58.19
3.0061557292938232,58.19
3.0257227420806885,58.464
3.049039363861084,58.464
3.073456048965454,58.464
3.0965640544891357,58.464
3.120126247406006,58.19
3.137315273284912,58.19
3.1509764194488525,58.19
3.164672613143921,58.19
3.1788363456726074,58.19
3.1911849975585938,58.19
3.2046165466308594,58.19
3.2172207832336426,58.464
3.237258195877075,58.464
3.260903835296631,58.464
3.2844369411468506,58.464
3.3078479766845703,58.464
3.3311684131622314,58.464
3.355238914489746,58.464
3.372004508972168,58.464
3.3857309818267822,58.464
3.399662494659424,58.464
3.415590763092041,58.464
3.427912473678589,58.464
3.440873146057129,58.464
3.4534213542938232,58.464
3.4730591773986816,58.464
3.496460199356079,58.464
3.5219814777374268,58.19
3.545677661895752,58.19
3.569277048110962,58.19
3.59267258644104,58.19
3.6171655654907227,58.19
3.629457950592041,58.19
3.646092414855957,58.19
3.658447742462158,58.19
3.670673131942749,58.19
3.683004140853882,58.19
3.695240020751953,58.19
3.7078964710235596,58.19
3.7201759815216064,58.464
3.7324259281158447,58.464
3.7447292804718018,58.464
3.7578182220458984,58.464
3.7700564861297607,58.464
3.7825207710266113,58.464
3.7981832027435303,58.464
3.8108015060424805,58.464
3.823119640350342,58.464
3.835365056991577,58.464
3.8476641178131104,58.464
3.8599579334259033,58.464
3.872183322906494,58.464
3.884507417678833,58.464
3.898862600326538,58.464
3.9111320972442627,58.464
3.923466205596924,58.464
3.935713052749634,58.464
3.9480154514312744,58.464
3.9603540897369385,58.464
3.972609281539917,58.464
3.985090732574463,58.464
3.999648332595825,58.464
4.01205039024353,58.464
4.024888038635254,58.464
4.037248373031616,58.464
4.049570083618164,58.464
4.061879634857178,58.464
4.0742223262786865,58.464
4.0880584716796875,58.464
4.10040283203125,58.464
4.11268424987793,58.464
4.125054836273193,58.464
4.137298822402954,58.464
4.149631500244141,58.464
4.161943674087524,58.464
4.1741859912872314,58.464
4.186543941497803,58.464
4.200767993927002,58.464
4.213067293167114,58.464
4.225486755371094,58.464
4.237713813781738,58.464
4.25017523765564,58.464
4.262494087219238,58.464
4.2761147022247314,58.464
4.288754224777222,58.464
4.30153226852417,58.464
4.313838243484497,58.464
4.326216697692871,58.464
4.338484525680542,58.464
4.350786924362183,58.464
4.363322734832764,58.464
4.375733852386475,58.464
4.388772964477539,58.464
4.401992082595825,58.464
4.414313554763794,58.464
4.427165985107422,58.19
4.439563989639282,58.19
4.451891899108887,58.19
4.464635372161865,58.19
4.47722864151001,58.19
4.489575624465942,58.19
4.502832651138306,58.19
4.515219211578369,58.19
4.527852535247803,58.464
4.540184497833252,58.464
4.5524914264678955,58.464
4.564797401428223,58.464
4.57703709602356,58.464
4.589397668838501,58.464
4.603323221206665,58.464
4.615614175796509,58.464
4.627962827682495,58.464
4.640309572219849,58.464
4.6526031494140625,58.464
4.664891242980957,58.464
4.677152633666992,58.464
4.689480304718018,58.464
4.704063415527344,58.464
4.716339826583862,58.464
4.7287328243255615,58.464
4.741247892379761,58.464
4.758923768997192,58.464
4.771783351898193,58.464
4.784630537033081,58.464
4.797063112258911,58.464
4.80951714515686,58.464
4.821848154067993,58.19
4.834449052810669,58.19
4.846773386001587,58.19
4.859012603759766,58.19
4.871327638626099,58.19
4.8859992027282715,58.19
4.898378610610962,58.19
4.911327838897705,58.19
4.947903871536255,58.464
4.960193634033203,58.464
4.972520589828491,58.464
4.986085653305054,58.464
4.998454809188843,58.464
5.010742902755737,58.464
5.023216009140015,58.19
5.03553032875061,58.19
5.047840118408203,58.19
5.0600926876068115,58.19
5.072438955307007,58.19
5.0869786739349365,58.19
5.099343299865723,58.19
5.111643075942993,58.19
5.123879432678223,58.19
5.136175632476807,58.19
5.153122425079346,58.19
5.167493581771851,58.19
5.179727792739868,58.19
5.192056655883789,58.19
5.204296827316284,58.19
5.216917276382446,58.19
5.229222297668457,58.464
5.241453170776367,58.464
5.253772974014282,58.464
5.268099546432495,58.464
5.280341863632202,58.464
5.292678594589233,58.464
5.304914474487305,58.464
5.317208290100098,58.464
5.329509258270264,58.404
5.341753721237183,58.404
5.354086399078369,58.404
5.366316556930542,58.404
5.378612756729126,58.404
5.391272783279419,58.404
5.4035115242004395,58.404
5.415786027908325,58.404
5.429315090179443,58.19
5.441768407821655,58.19
5.454117298126221,58.19
5.466371059417725,58.19
5.478692293167114,58.19
5.492176294326782,58.19
5.504443168640137,58.19
5.516760349273682,58.19
5.530045032501221,58.19
5.5422961711883545,58.19
5.554630279541016,58.19
5.566861152648926,58.19
5.579163312911987,58.19
5.5915303230285645,58.19
5.603896617889404,58.19
5.616200923919678,58.19
5.628473281860352,58.19
5.64082670211792,58.19
5.653399229049683,58.19
5.665731906890869,58.19
5.678035020828247,58.19
5.691294431686401,58.19
5.703745365142822,58.19
5.71616792678833,58.19
5.7284088134765625,58.131
5.7407310009002686,58.131
5.753053665161133,58.131
5.765372276306152,58.131
5.778066873550415,58.131
5.791905641555786,58.131
5.804301500320435,58.131
5.81662654876709,58.131
5.828936338424683,58.464
5.841427564620972,58.464
5.85382342338562,58.464
5.866218090057373,58.464
5.878570079803467,58.464
5.892685174942017,58.464
5.905018329620361,58.464
5.917353868484497,58.464
5.929663896560669,58.464
5.941965341567993,58.464
5.954288482666016,58.464
5.966614484786987,58.464
5.978913068771362,58.464
5.991163015365601,58.464
6.003550291061401,58.464
6.015846490859985,58.464
6.0281081199646,58.19
6.040407180786133,58.19
6.053786277770996,58.19
6.066236972808838,58.19
6.07854151725769,58.19
6.090788841247559,58.19
6.103150844573975,58.19
6.115463495254517,58.19
6.128272533416748,58.19
6.140571355819702,58.19
6.154265642166138,58.19
6.166916847229004,58.19
6.179211616516113,58.19
6.1914567947387695,58.19
6.203792572021484,58.19
6.2161314487457275,58.19
6.228961706161499,58.19
6.241285562515259,58.19
6.255076885223389,58.19
6.267455101013184,58.19
6.279761075973511,58.19
6.291996955871582,58.19
6.304349184036255,58.19
6.316662549972534,58.19
6.330450057983398,58.19
6.342817306518555,58.19
6.355836868286133,58.19
6.368076801300049,58.19
6.3803870677948,58.19
6.392662048339844,58.19
6.4058873653411865,58.19
6.4182209968566895,58.19
6.4305009841918945,58.19
6.442796945571899,58.19
6.4567320346832275,58.19
6.46896505355835,58.19
6.481264352798462,58.19
6.49357795715332,58.19
6.505999326705933,58.19
6.518389463424683,58.19
6.5312721729278564,58.19
6.54653787612915,58.19
6.558858871459961,58.19
6.571129560470581,58.19
6.58450174331665,58.19
6.597571611404419,58.19
6.609943151473999,58.19
6.62310004234314,58.19
6.635420083999634,58.464
6.648087501525879,58.464
6.660465955734253,58.464
6.6727869510650635,58.464
6.68513035774231,58.464
6.698301553726196,58.464
6.710632801055908,58.464
6.722935438156128,58.464
6.735171794891357,58.19
6.747466564178467,58.19
6.760484218597412,58.19
6.77276873588562,58.19
6.785260438919067,58.19
6.798971891403198,58.19
6.811319828033447,58.19
6.823630332946777,58.19
6.83589768409729,58.19
6.848243236541748,58.19
6.8606061935424805,58.19
6.8728928565979,58.19
6.8852667808532715,58.19
6.8996381759643555,58.19
6.911984920501709,58.19
6.924338340759277,58.19
6.936634063720703,58.19
6.948994159698486,58.19
6.961378812789917,58.19
6.97365927696228,58.19
6.98645544052124,58.19
7.000351905822754,58.19
7.012684106826782,58.19
7.024998903274536,58.19
7.043391227722168,58.19
7.055649280548096,58.19
7.067964792251587,58.19
7.080975770950317,58.19
7.093337059020996,58.19
7.105700731277466,58.19
7.117929458618164,58.19
7.13023829460144,58.19
7.14257025718689,58.464
7.154859781265259,58.464
7.167180776596069,58.464
7.181543827056885,58.464
7.193888902664185,58.464
7.206209182739258,58.464
7.218473196029663,58.464
7.230822563171387,58.464
7.243319272994995,58.464
7.2558534145355225,58.464
7.269252300262451,58.464
7.2823076248168945,58.464
7.296950817108154,58.464
7.309349536895752,58.464
7.323506593704224,58.464
7.336489200592041,58.19
7.348891735076904,58.19
7.36278510093689,58.19
7.376224040985107,58.19
7.388591766357422,58.19
7.403140068054199,58.19
7.4176647663116455,58.19
7.430066108703613,58.19
7.443579435348511,58.19
7.456234693527222,58.19
7.468531131744385,58.19
7.4807538986206055,58.19
7.493057489395142,58.19
7.505705118179321,58.19
7.51793646812439,58.19
7.530226469039917,58.19
7.544262409210205,58.19
7.556493043899536,58.19
7.568815469741821,58.19
7.581032991409302,58.19
7.593319654464722,58.19
7.605733394622803,58.19
7.6181113719940186,58.19
7.630421161651611,58.19
7.642728328704834,58.19
7.655035734176636,58.19
7.667496919631958,58.19
7.681044101715088,58.19
7.693416118621826,58.19
7.706469774246216,58.19
7.718919277191162,58.19
7.73127007484436,58.19
7.74358344078064,58.464
7.755907773971558,58.464
7.76841139793396,58.464
7.781695127487183,58.464
7.794490337371826,58.464
7.806933641433716,58.464
7.819609880447388,58.464
7.831976652145386,58.464
7.846614599227905,58.19
7.858879566192627,58.19
7.871211051940918,58.19
7.88348650932312,58.19
7.895817756652832,58.19
7.9093427658081055,58.19
7.9217002391815186,58.19
7.934000730514526,58.19
7.947249412536621,58.19
7.959505319595337,58.19
7.971887111663818,58.19
7.9841413497924805,58.19
7.996446371078491,58.19
8.009699583053589,58.19
8.02212643623352,58.19
8.034464359283447,58.19
8.048147678375244,58.19
8.060383319854736,58.19
8.07269024848938,58.19
8.085014343261719,58.19
8.097342252731323,58.19
8.110061407089233,58.19
8.122406959533691,58.19
8.134771347045898,58.19
8.148538827896118,58.19
8.160803318023682,58.19
8.173109769821167,58.19
8.185338020324707,58.19
8.197940349578857,58.19
8.210582971572876,58.19
8.222965478897095,58.19
8.235297918319702,58.19
8.24938440322876,58.464
8.261638641357422,58.464
8.273934125900269,58.464
8.286162853240967,58.464
8.298448085784912,58.464
8.311099767684937,58.464
8.323425054550171,58.464
8.33572268486023,58.464
8.349993467330933,58.464
8.362237930297852,58.464
8.374545097351074,58.464
8.386800527572632,58.464
8.399127006530762,58.464
8.411979675292969,58.464
8.424331188201904,58.464
8.436634063720703,58.464
8.45085334777832,58.464
8.463209629058838,58.464
8.475531339645386,58.464
8.488227367401123,58.464
8.50057339668274,58.464
8.513274192810059,58.464
8.525629043579102,58.464
8.537952423095703,58.464
8.551499128341675,58.19
8.563761949539185,58.19
8.576073408126831,58.19
8.588299989700317,58.19
8.600603342056274,58.19
8.613255262374878,58.19
8.62558889389038,58.19
8.637922763824463,58.19
8.652417182922363,58.19
8.664659023284912,58.19
8.676992654800415,58.19
8.68923044204712,58.19
8.701555728912354,58.19
8.714261770248413,58.19
8.726936101913452,58.19
8.739237546920776,58.19
8.753066062927246,58.19
8.765311002731323,58.19
8.777807712554932,58.19
8.790067195892334,58.19
8.803336381912231,58.19
8.815667867660522,58.19
8.82821273803711,58.19
8.840654373168945,58.19
8.853939533233643,58.464
8.86619234085083,58.464
8.87850570678711,58.464
8.89078664779663,58.464
8.903083086013794,58.464
8.915745735168457,58.464
8.92797327041626,58.464
8.940277099609375,58.464
8.954585075378418,58.464
8.966832637786865,58.464
8.979143142700195,58.464
8.991398572921753,58.464
9.00378131866455,58.464
9.01650619506836,58.464
9.028748989105225,58.464
9.04108452796936,58.464
9.055413246154785,58.464
9.067654132843018,58.464
9.079965591430664,58.464
9.092266321182251,58.464
9.104556322097778,58.464
9.117315769195557,58.464
9.129565954208374,58.464
9.141882181167603,58.464
9.156068086624146,58.464
9.16834807395935,58.464
9.180638790130615,58.464
9.192891120910645,58.464
9.205209016799927,58.464
9.217921495437622,58.464
9.23017430305481,58.464
9.242527484893799,58.464
9.256956100463867,58.19
9.270573854446411,58.19
9.283067226409912,58.19
9.297134160995483,58.19
9.3094162940979,58.19
9.321771144866943,58.19
9.334012269973755,58.19
9.346344232559204,58.19
9.358622789382935,58.19
9.370875358581543,58.19
9.383186101913452,58.19
9.395506858825684,58.19
9.407822847366333,58.19
9.420158863067627,58.19
9.43242073059082,58.19
9.445596694946289,58.19
9.458254337310791,58.464
9.470515012741089,58.464
9.482824325561523,58.464
9.495082378387451,58.464
9.507398843765259,58.464
9.520081281661987,58.464
9.532334804534912,58.464
9.544947147369385,58.464
9.558823823928833,58.19
9.571237325668335,58.19
9.583554983139038,58.19
9.595796823501587,58.19
9.608092546463013,58.19
9.620755910873413,58.19
9.632994651794434,58.19
9.645308494567871,58.19
9.659666776657104,58.464
9.671908855438232,58.464
9.684333801269531,58.464
9.696604013442993,58.464
9.70896315574646,58.464
9.721615314483643,58.464
9.733853340148926,58.464
9.746152877807617,58.464
9.760213375091553,58.464
9.77245306968689,58.464
9.784867763519287,58.464
9.797138690948486,58.464
9.809466361999512,58.464
9.82213020324707,58.464
9.834352016448975,58.464
9.846659421920776,58.464
9.859042882919312,58.19
9.871358871459961,58.19
9.883659362792969,58.19
9.895871877670288,58.19
9.908180952072144,58.19
9.921490669250488,58.19
9.933751344680786,58.19
9.945971488952637,58.19
9.958314657211304,58.464
9.970541954040527,58.464
9.982835054397583,58.464
9.995083808898926,58.464
10.007412672042847,58.464
10.019652843475342,58.464
10.03200078010559,58.464
10.044308185577393,58.464
10.05743932723999,58.19
10.069796562194824,58.19
10.082710266113281,58.19
10.094990491867065,58.19
10.107308626174927,58.19
10.11957859992981,58.19
10.131935596466064,58.19
10.145333528518677,58.19
10.157593250274658,58.464
10.169902563095093,58.464
10.183424472808838,58.464
10.19600772857666,58.464
10.20835280418396,58.464
10.22059941291809,58.464
10.232954025268555,58.464
10.245261669158936,58.464
10.25799012184143,58.19
10.270318746566772,58.19
10.284225940704346,58.19
10.296508073806763,58.19
10.308815479278564,58.19
10.321069478988647,58.19
10.333411931991577,58.19
10.34572982788086,58.19
10.357990264892578,58.464
10.37032413482666,58.464
10.382586479187012,58.464
10.395298480987549,58.464
10.40767216682434,58.464
10.419917583465576,58.464
10.432297229766846,58.464
10.44517731666565,58.464
10.458481311798096,58.464
10.47080397605896,58.464
10.483055353164673,58.464
10.495346069335938,58.464
10.507644653320312,58.464
10.519872426986694,58.464
10.532206296920776,58.464
10.546348571777344,58.464
10.558766841888428,58.131
10.571104288101196,58.131
10.583354949951172,58.131
10.595643758773804,58.131
10.607953310012817,58.131
10.620185375213623,58.131
10.632509469985962,58.131
10.64646863937378,58.131
10.65967869758606,58.19
10.672119855880737,58.19
10.684449672698975,58.19
10.696763277053833,58.19
10.709092855453491,58.19
10.721347570419312,58.19
10.733710527420044,58.19
10.747047424316406,58.19
10.759934186935425,58.19
10.772241115570068,58.19
10.784714460372925,58.19
10.797014474868774,58.19
10.809325456619263,58.19
10.82155156135559,58.19
10.833896160125732,58.19
10.847658634185791,58.19
10.860909461975098,58.464
10.873217821121216,58.464
10.885566234588623,58.464
10.897873878479004,58.464
10.910178661346436,58.464
10.922417163848877,58.464
10.934781551361084,58.464
10.948322296142578,58.464
10.961172103881836,58.464
10.973478317260742,58.464
10.985809326171875,58.464
10.998113632202148,58.464
11.010410070419312,58.464
11.022636651992798,58.464
11.035012006759644,58.464
11.048996448516846,58.464
11.06210732460022,58.464
11.074414014816284,58.464
11.086747884750366,58.464
11.099139928817749,58.464
11.111453771591187,58.464
11.123701095581055,58.464
11.136054039001465,58.464
11.149641752243042,58.464
11.162376880645752,58.19
11.174691677093506,58.19
11.187009811401367,58.19
11.199502229690552,58.19
11.211864233016968,58.19
11.224122762680054,58.19
11.236469268798828,58.19
11.250258207321167,58.19
11.263501405715942,58.19
11.275847911834717,58.19
11.288287878036499,58.19
11.300752639770508,58.19
11.313069820404053,58.19
11.325296401977539,58.19
11.337631225585938,58.19
11.350995063781738,58.19
11.363731384277344,58.19
11.376080989837646,58.19
11.38840389251709,58.19
11.400732517242432,58.19
11.413026571273804,58.19
11.42528247833252,58.19
11.43761420249939,58.19
11.451768159866333,58.19
11.464916944503784,58.464
11.477333784103394,58.464
11.489638805389404,58.464
11.50197720527649,58.464
11.514283418655396,58.464
11.526557683944702,58.464
11.538908004760742,58.464
11.553298473358154,58.464
11.5656418800354,58.19
11.577941656112671,58.19
11.59018611907959,58.19
11.602522611618042,58.19
11.61484694480896,58.19
11.627081394195557,58.19
11.639425039291382,58.19
11.653362035751343,58.19
11.666438817977905,58.19
11.678739547729492,58.19
11.690979957580566,58.19
11.703331470489502,58.19
11.71565055847168,58.19
11.727904081344604,58.19
11.74026346206665,58.19
11.754292964935303,58.19
11.76685619354248,58.19
11.7793607711792,58.19
11.791622400283813,58.19
11.803934812545776,58.19
11.816230058670044,58.19
11.828470468521118,58.19
11.840803146362305,58.19
11.854839563369751,58.19
11.867828607559204,58.19
11.880125045776367,58.19
11.89523720741272,58.19
11.907902956008911,58.19
11.921029806137085,58.19
11.93341588973999,58.19
11.945806980133057,58.19
11.958160877227783,58.19
11.970427513122559,58.19
11.98283839225769,58.19
11.99601125717163,58.19
12.008342981338501,58.19
12.02110481262207,58.19
12.033682584762573,58.19
12.046061277389526,58.19
12.061228513717651,58.19
12.07671308517456,58.19
12.089181900024414,58.19
12.10150146484375,58.19
12.113829135894775,58.19
12.126118659973145,58.19
12.138450145721436,58.19
12.150984287261963,58.19
12.163335084915161,58.19
12.177305459976196,58.464
12.189566850662231,58.464
12.201893091201782,58.464
12.214235067367554,58.464
12.23154592514038,58.464
12.249427795410156,58.464
12.261732816696167,58.464
12.274006366729736,58.464
12.28631591796875,58.464
12.298634767532349,58.464
12.311292886734009,58.464
12.32361388206482,58.464
12.335850954055786,58.464
12.348174095153809,58.464
12.360459089279175,58.464
12.372680187225342,58.464
12.38498044013977,58.464
12.3989577293396,58.464
12.412137985229492,58.464
12.42451548576355,58.464
12.436781167984009,58.464
12.449099779129028,58.464
12.461405992507935,58.464
12.473716735839844,58.131
12.48604679107666,58.131
12.499819993972778,58.131
12.512080669403076,58.131
12.524388313293457,58.131
12.536652326583862,58.131
12.548989057540894,58.131
12.562877416610718,58.131
12.575164318084717,58.19
12.58747386932373,58.19
12.600446224212646,58.19
12.61270546913147,58.19
12.62503457069397,58.19
12.637274980545044,58.19
12.6496102809906,58.19
12.66190505027771,58.19
12.674383878707886,58.19
12.686702728271484,58.19
12.698974847793579,58.19
12.711292266845703,58.19
12.723645448684692,58.19
12.736320734024048,58.19
12.748684644699097,58.19
12.7615807056427,58.19
12.773870944976807,58.19
12.786309480667114,58.19
12.798546075820923,58.19
12.810867547988892,58.19
12.82360029220581,58.19
12.835840702056885,58.19
12.848450183868408,58.19
12.862212181091309,58.19
12.875048160552979,58.404
12.887345552444458,58.404
12.899592161178589,58.404
12.91188669204712,58.404
12.924487352371216,58.404
12.936800479888916,58.404
12.949135065078735,58.404
12.962881803512573,58.404
12.97510576248169,58.19
12.98742151260376,58.19
12.999669790267944,58.19
13.011977434158325,58.19
13.024277687072754,58.19
13.036620616912842,58.19
13.048964977264404,58.19
13.061200141906738,58.19
13.073529958724976,58.19
13.08583664894104,58.464
13.098081350326538,58.464
13.110397338867188,58.464
13.123926877975464,58.464
13.136260032653809,58.464
13.148585796356201,58.464
13.160834789276123,58.464
13.173487901687622,58.464
13.185801029205322,58.464
13.198024034500122,58.464
13.210355997085571,58.464
13.224653482437134,58.464
13.236992359161377,58.464
13.2493417263031,58.464
13.261586904525757,58.464
13.273920774459839,58.464
13.286242723464966,58.19
13.2984938621521,58.19
13.310830116271973,58.19
13.325230121612549,58.19
13.337584495544434,58.19
13.349929094314575,58.19
13.370702981948853,58.19
13.382994890213013,58.19
13.39529037475586,58.19
13.407591819763184,58.19
13.419832468032837,58.19
13.432131290435791,58.19
13.446309804916382,58.19
13.458563089370728,58.19
13.4708890914917,58.19
13.483213424682617,58.464
13.495917558670044,58.464
13.508219480514526,58.464
13.520448446273804,58.464
13.532976865768433,58.464
13.547297954559326,58.464
13.559558629989624,58.464
13.572552919387817,58.464
13.584802389144897,58.464
13.597118139266968,58.464
13.609434366226196,58.464
13.621692180633545,58.464
13.633978605270386,58.464
13.647841930389404,58.464
13.660064935684204,58.464
13.672618627548218,58.464
13.684884309768677,58.464
13.697237491607666,58.464
13.709540605545044,58.464
13.721771717071533,58.464
13.734076976776123,58.464
13.748735189437866,58.464
13.760957717895508,58.464
13.773272037506104,58.464
13.785632610321045,58.19
13.80056381225586,58.19
13.812869310379028,58.19
13.825092315673828,58.19
13.83736538887024,58.19
13.850531816482544,58.19
13.862781047821045,58.19
13.87510633468628,58.19
13.889404773712158,58.19
13.901659727096558,58.19
13.913954257965088,58.19
13.926187515258789,58.19
13.938491821289062,58.19
13.951210975646973,58.19
13.963470697402954,58.19
13.975766897201538,58.19
13.989902257919312,58.19
14.002150058746338,58.19
14.014467000961304,58.19
14.026715993881226,58.19
14.03901982307434,58.19
14.051582336425781,58.19
14.063920497894287,58.19
14.076369047164917,58.19
14.090782403945923,58.464
14.10305643081665,58.464
14.11538553237915,58.464
14.127640008926392,58.464
14.139942407608032,58.464
14.152551651000977,58.464
14.164888620376587,58.464
14.177867412567139,58.464
14.191348314285278,58.464
14.203592300415039,58.464
14.215891122817993,58.464
14.228130340576172,58.464
14.24043893814087,58.464
14.252767086029053,58.464
14.26508378982544,58.464
14.277662754058838,58.464
14.292052507400513,58.19
14.304349184036255,58.19
14.316644430160522,58.19
14.328896284103394,58.19
14.341202020645142,58.19
14.353545188903809,58.19
14.365856647491455,58.19
14.382612228393555,58.19
14.396194458007812,58.19
14.408447504043579,58.19
14.420738458633423,58.19
14.433035135269165,58.19
14.445279121398926,58.19
14.457594633102417,58.19
14.469917297363281,58.19
14.482234477996826,58.19
14.494537830352783,58.464
14.50684666633606,58.464
14.519166707992554,58.464
14.533550262451172,58.464
14.545814514160156,58.464
14.558180570602417,58.464
14.570535898208618,58.464
14.582850933074951,58.464
14.595164775848389,58.464
14.607410907745361,58.464
14.619733095169067,58.464
14.63197374343872,58.464
14.644252300262451,58.464
14.65657091140747,58.464
14.66891074180603,58.464
14.68123745918274,58.464
14.69477915763855,58.464
14.707023620605469,58.464
14.719318866729736,58.464
14.73154354095459,58.464
14.743837356567383,58.464
14.75614047050476,58.464
14.768958330154419,58.464
14.781452178955078,58.464
14.795501708984375,58.464
14.80775499343872,58.464
14.82006573677063,58.464
14.832309007644653,58.464
14.844611883163452,58.464
