Time(ms),Power(mW)
0,66561
100,66561
200,67171
300,66561
400,66561
500,66561
600,66561
700,66561
800,66493
900,66561
1000,66561
1100,66561
1200,66493
1300,66561
1400,66561
1500,66561
1600,66561
1700,66561
1800,66493
1900,66561
2000,66561
2100,82764
2200,83037
2300,121047
2400,121656
2500,121656
2600,121656
2700,121656
2800,121930
2900,121930
3000,121930
3100,122258
3200,122258
3300,122383
3400,122258
3500,122258
3600,122258
3700,122258
3800,122383
3900,122258
4000,87281
4100,86953
4200,86591
4300,86679
4400,86591
4500,86679
4600,86591
4700,86343
4800,86255
4900,86255
5000,86343
5100,87891
5200,86255
5300,86343
5400,86255
5500,86679
5600,86343
5700,86343
5800,66842
