Time(ms),Power(mW)
0,66842
100,66842
200,66842
300,66842
400,66493
500,66287
600,66561
700,66493
800,66561
900,66287
1000,66287
1100,66220
1200,66287
1300,66287
1400,66220
1500,66287
1600,66287
1700,66287
1800,66287
1900,66220
2000,82162
2100,82679
2200,120719
2300,121321
2400,121321
2500,121321
2600,121656
2700,121656
2800,121781
2900,121930
3000,121930
3100,121930
3200,121930
3300,121930
3400,121930
3500,121930
3600,121930
3700,121930
3800,121930
3900,121930
4000,88348
4100,86679
4200,86591
4300,86343
4400,86343
4500,86343
4600,86343
4700,86343
4800,86343
4900,86255
5000,86343
5100,86343
5200,86070
5300,86343
5400,86070
5500,86343
5600,86343
5700,86255
5800,66220
