Time(ms),Power(mW)
0,65076
100,65076
200,64681
300,64408
400,64681
500,64474
600,64474
700,64474
800,64474
900,64408
1000,64474
1100,64474
1200,64474
1300,64408
1400,64474
1500,64474
1600,64408
1700,64474
1800,64474
1900,64408
2000,127795
2100,136484
2200,143230
2300,235216
2400,240583
2500,253848
2600,254717
2700,239483
2800,245755
2900,255926
3000,260434
3100,243937
3200,248719
3300,172900
3400,136023
3500,86591
3600,84771
3700,84498
3800,84771
3900,84771
4000,84771
4100,85099
4200,83889
4300,83561
4400,84170
4500,84498
4600,83889
4700,83288
4800,82952
4900,83561
5000,83889
5100,82952
5200,65076
