Time(ms),Power(mW)
0,65686
100,66287
200,66287
300,66287
400,65892
500,65892
600,65959
700,65959
800,65959
900,65959
1000,65959
1100,65686
1200,65686
1300,65959
1400,65892
1500,65959
1600,65959
1700,65686
1800,65686
1900,65686
2000,124350
2100,124350
2200,197855
2300,210509
2400,210332
2500,215506
2600,211542
2700,220514
2800,213033
2900,211214
3000,213361
3100,214024
3200,217924
3300,213033
3400,212151
3500,213416
3600,212151
3700,216937
3800,215727
3900,218757
4000,213908
4100,212207
4200,214244
4300,212424
4400,215126
4500,213033
4600,223215
4700,216988
4800,216055
4900,217546
5000,213361
5100,216336
5200,216336
5300,216055
5400,217820
5500,216115
5600,217820
5700,213635
5800,214845
5900,213361
6000,217546
6100,216336
6200,215727
6300,213635
6400,223587
6500,217820
6600,216336
6700,215727
6800,213635
6900,219030
7000,216715
7100,213635
7200,215727
7300,216336
7400,216055
7500,213908
7600,218757
7700,214845
7800,216055
7900,218429
8000,214024
8100,216055
8200,213908
8300,224152
8400,215454
8500,213635
8600,215727
8700,213908
8800,216937
8900,214517
9000,213908
9100,215454
9200,213908
9300,216055
9400,214244
9500,219303
9600,215454
9700,213908
9800,215727
9900,213908
10000,216115
10100,214517
10200,224195
10300,215506
10400,214244
10500,215233
10600,213908
10700,208239
10800,207365
10900,207029
11000,89376
11100,88438
11200,88164
11300,88438
11400,86864
11500,86591
11600,86343
11700,86343
11800,86343
11900,86070
12000,86070
12100,86864
12200,85742
12300,85742
12400,85654
12500,86070
12600,68921
12700,66774
