Time(ms),Power(mW)
0,65959
100,65959
200,65959
300,65959
400,65686
500,65686
600,65686
700,65686
800,65618
900,66287
1000,65686
1100,65618
1200,65686
1300,65686
1400,65959
1500,65686
1600,65686
1700,65686
1800,65686
1900,65686
2000,78775
2100,124623
2200,196373
2300,212098
2400,209843
2500,212534
2600,212207
2700,210116
2800,210668
2900,219030
3000,212752
3100,211214
3200,213033
3300,211542
3400,213635
3500,211823
3600,218429
3700,213635
3800,211823
3900,213908
4000,212151
4100,215727
4200,212534
4300,211823
4400,213908
4500,212424
4600,214244
4700,212424
4800,219639
4900,216610
5000,215126
5100,214845
5200,212752
5300,217820
5400,216055
5500,225909
5600,214024
5700,212424
5800,214845
5900,213033
6000,219030
6100,216336
6200,213033
6300,209731
6400,207638
6500,90869
6600,87563
6700,88438
6800,86953
6900,86591
7000,86591
7100,86255
7200,86343
7300,86343
7400,86255
7500,85468
7600,85468
7700,85468
7800,85468
7900,85187
8000,85099
8100,85187
8200,68054
8300,66287
