Time(ms),Power(mW)
0,65350
100,65283
200,65350
300,65350
400,65350
500,65350
600,65350
700,65350
800,65076
900,65350
1000,65076
1100,65076
1200,65283
1300,65283
1400,65350
1500,65009
1600,65076
1700,65009
1800,65350
1900,65076
2000,68656
2100,71360
2200,86953
2300,96163
2400,96543
2500,96444
2600,96543
2700,96543
2800,96772
2900,96444
3000,87801
3100,83889
3200,83647
3300,83975
3400,83889
3500,83647
3600,83647
3700,83561
3800,83975
3900,83975
4000,83561
4100,83561
4200,83889
4300,83889
4400,83975
4500,83647
4600,83647
4700,83889
4800,71360
