Time(ms),Power(mW)
0,68585
100,67444
200,67444
300,67444
400,67444
500,66842
600,66842
700,66774
800,66842
900,66842
1000,66842
1100,66842
1200,66842
1300,66493
1400,66842
1500,66493
1600,66561
1700,66561
1800,66842
1900,66493
2000,122867
2100,125705
2200,126115
2300,214463
2400,215285
2500,213143
2600,211823
2700,211934
2800,215126
2900,212534
3000,216336
3100,215126
3200,214906
3300,215454
3400,215454
3500,213635
3600,216115
3700,216715
3800,214244
3900,213908
4000,215727
4100,215506
4200,216055
4300,215834
4400,215126
4500,214244
4600,214024
4700,214517
4800,214024
4900,216937
5000,216055
5100,215506
5200,216055
5300,216055
5400,214517
5500,214244
5600,214244
5700,214244
5800,216336
5900,216115
6000,216336
6100,216115
6200,215727
6300,214845
6400,214845
6500,214845
6600,214625
6700,217597
6800,216388
6900,216336
7000,216610
7100,216388
7200,214625
7300,215126
7400,214625
7500,214845
7600,214845
7700,216336
7800,216336
7900,216115
8000,216336
8100,215506
8200,214845
8300,214845
8400,214845
8500,217211
8600,220849
8700,217211
8800,216388
8900,219079
9000,219687
9100,217924
9200,215727
9300,215126
9400,215126
9500,217324
9600,219687
9700,216988
9800,216715
9900,216937
10000,216055
10100,215126
10200,215126
10300,215126
10400,217820
10500,220849
10600,219414
10700,216988
10800,216610
10900,216610
11000,215126
11100,215126
11200,214906
11300,215126
11400,215126
11500,216937
11600,216715
11700,216937
11800,217211
11900,216115
12000,215233
12100,215454
12200,217820
12300,220896
12400,217546
12500,216988
12600,216988
12700,217211
12800,215233
12900,217597
13000,218429
13100,215727
13200,215233
13300,216715
13400,216937
13500,219303
13600,219687
13700,219030
13800,218148
13900,218148
14000,218205
14100,218429
14200,220896
14300,220240
14400,220240
14500,220015
14600,220240
14700,218533
14800,218533
14900,218757
15000,218533
15100,218429
15200,220240
15300,220514
15400,220015
15500,220240
15600,219079
15700,218757
15800,218533
15900,218757
16000,218757
16100,220623
16200,220240
16300,220240
16400,222986
16500,223215
16600,218533
16700,218205
16800,221224
16900,221504
17000,218533
17100,220288
17200,223314
17300,223314
17400,220849
17500,219079
17600,221732
17700,221777
17800,218806
17900,218533
18000,223922
18100,220288
18200,220288
18300,220288
18400,218806
18500,219030
18600,219030
18700,219030
18800,218533
18900,220514
19000,220240
19100,220240
19200,220015
19300,219079
19400,218757
19500,218757
19600,218757
19700,218533
19800,221224
19900,220514
20000,220288
20100,220849
20200,220849
20300,221732
20400,218806
20500,221504
20600,218806
20700,218533
20800,223543
20900,220849
21000,220849
21100,223314
21200,222378
21300,219030
21400,222005
21500,221777
21600,219030
21700,221224
21800,220288
21900,223314
22000,220623
22100,220288
22200,218757
22300,218757
22400,218757
22500,218533
22600,218757
22700,220623
22800,220849
22900,220849
23000,220623
23100,219414
23200,218806
23300,218806
23400,221777
23500,219030
23600,224195
23700,221123
23800,220623
23900,223816
24000,220896
24100,219030
24200,221777
24300,219079
24400,218806
24500,218806
24600,220288
24700,220288
24800,220849
24900,220849
25000,219639
25100,218533
25200,218806
25300,218533
25400,221504
25500,220623
25600,220623
25700,220623
25800,220623
25900,218806
26000,219030
26100,221777
26200,219079
26300,218806
26400,223587
26500,221123
26600,220849
26700,220623
26800,219687
26900,219079
27000,219303
27100,219079
27200,218806
27300,221450
27400,223314
27500,220623
27600,223314
27700,220623
27800,219030
27900,218806
28000,219030
28100,218806
28200,218806
28300,220623
28400,221123
28500,220623
28600,220896
28700,219912
28800,219079
28900,219303
29000,219079
29100,219030
29200,221732
29300,220896
29400,221123
29500,221123
29600,220849
29700,222333
29800,219303
29900,219303
30000,219303
30100,218806
30200,220623
30300,220623
30400,220288
30500,220623
30600,219639
30700,218806
30800,218806
30900,219030
31000,219030
31100,221732
31200,220896
31300,221123
31400,221123
31500,220896
31600,219079
31700,219079
31800,219303
31900,219079
32000,221123
32100,220896
32200,220896
32300,220896
32400,219687
32500,219303
32600,219303
32700,219079
32800,219079
32900,221732
33000,220623
33100,220849
33200,220623
33300,220623
33400,219303
33500,218806
33600,218806
33700,218806
33800,219030
33900,220896
34000,221123
34100,220896
34200,221123
34300,219912
34400,219079
34500,219303
34600,219303
34700,219079
34800,221777
34900,220896
35000,221123
35100,220896
35200,220896
35300,219303
35400,219079
35500,219303
35600,219303
35700,219303
35800,220514
35900,220288
36000,220288
36100,220514
36200,219414
36300,219030
36400,218806
36500,219030
36600,218757
36700,212752
36800,210998
36900,211214
37000,211214
37100,211214
37200,209450
37300,209450
37400,209450
37500,209450
37600,209122
37700,91986
37800,90776
37900,90259
38000,89894
38100,88957
38200,88683
38300,88348
38400,88438
38500,88348
38600,88074
38700,87473
38800,87192
38900,87192
39000,87192
39100,87281
39200,87192
39300,87281
39400,87192
