Time(ms),Power(mW)
0,65686
100,65350
200,65350
300,65350
400,65686
500,65350
600,65350
700,65350
800,65350
900,65686
1000,65686
1100,65283
1200,65350
1300,65350
1400,65350
1500,65076
1600,65350
1700,65283
1800,65350
1900,65350
2000,74317
2100,75549
2200,95660
2300,105143
2400,105250
2500,105143
2600,105250
2700,105470
2800,105470
2900,105250
3000,86343
3100,83889
3200,83975
3300,83889
3400,83889
3500,83975
3600,83647
3700,83373
3800,83647
3900,83561
4000,83561
4100,83647
4200,83647
4300,83373
4400,83561
4500,83373
4600,83561
4700,83647
4800,71688
